Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Is_Split,Is_Dividend,Log_Ret,RSI,MACD,MACD_Signal,Volatility,Sentiment_Decay,Sentiment_Score,Prob_Pos,Prob_Neg,News_Volume,Sentiment_Impact,Bullish_Pressure,Bearish_Pressure,Sector_Ret,Sector_Vol,Rolling_Beta,Target_Direction
2015-03-02,0.3635088779018657,0.3611495132235878,0.35215319060623623,0.36156872140557034,0.05292261728646138,0.0,0.0,0,0,0.5811019278822911,0.7376945053086846,0.27057945063907196,0.2105048896093268,0.5004762859820407,0.5787298522421793,0.7541829895223858,0.5021504588418219,0.010687775768219268,0.125,0.6928564612569792,0.3924522924045811,0.009459386315317484,0.5243850848113139,0.3969829055858529,0.9999999999999999,0
2015-03-03,0.3571677249713233,0.35571442117040586,0.36013141329892245,0.3606808314334801,0.05317755285816772,0.0,0.0,0,0,0.401396725978611,0.6692527141356425,0.3147559233855032,0.2261510603427815,0.4789684147274412,0.5463089719815948,0.4368117533635537,0.1987957232125886,0.3335023829457866,0.3125,0.37131780046627627,0.23148136112828277,0.43977501685692655,0.6159087079276351,0.4526881902946164,0.9999999999999999,0
2015-03-04,0.38386666963477256,0.38344351043571945,0.3645138339615673,0.3622343954047555,0.09061472222514637,0.0,0.0,0,0,0.41505181154230614,0.6485445531355128,0.3523064956712857,0.24681581593956137,0.4701726247707172,0.5872704114691694,0.5128542389867612,0.3486953061450476,0.33138066948621603,0.34375,0.4748637904854543,0.4207604960652332,0.45283360679988893,0.47385276877133975,0.44008495372595946,0.9999999999999999,0
2015-03-05,0.3536078702949529,0.35660183212951924,0.3511417831628599,0.3586832413161986,0.040466057753535435,0.0,0.0,0,0,0.38647984633252386,0.5958137256583081,0.37861605795025993,0.2690563363867547,0.4696998095428795,0.5990946190238524,0.3991380097165286,0.13702359791855034,0.3467241472353666,0.15625,0.3577164802870259,0.1192213002761234,0.3416372347965589,0.7174526664198142,0.4359231594495476,0.9999999999999999,0
2015-03-09,0.3438181664279434,0.3411843821828584,0.33237570433649016,0.325501153627974,0.04408474581111382,0.0,0.0,0,0,0.21601670752952495,0.4198914741409673,0.3631860464697457,0.28350070947345374,0.5142040610050318,0.6544748938232605,0.5682664396529247,0.29473979584650173,0.17085380538942005,0.1875,0.5346653793011147,0.27850970958163157,0.18283058142328387,0.540524930749073,0.3660887610760192,0.9999999999999999,0
2015-03-10,0.32312639373195406,0.3297598989096431,0.32922922547229866,0.3273877169187637,0.05100830472765325,0.0,0.0,0,0,0.41741343082329285,0.4731120725999942,0.353851205353063,0.29303071029321304,0.5009594929314549,0.6516198258228789,0.5845207836068109,0.3082544048166007,0.1523509213388902,0.34375,0.5757864322950932,0.37196163527069087,0.20818841761693485,0.5124269442091515,0.4212775650006215,0.9999999999999999,0
2015-03-11,0.3251290160682806,0.3278745065764629,0.32619542745413405,0.32516839778834233,0.037262970742246285,0.0,0.0,0,0,0.3933628607575907,0.4208652322919776,0.3448763343883404,0.2987073205416978,0.46760634921757027,0.6537916212245054,0.46529196804179435,0.2784795375133148,0.35564272208319775,0.25,0.4149429130791138,0.29713000901854475,0.42972416355159865,0.47491091880317077,0.42218850185112966,0.9999999999999999,1
2015-03-12,0.3339173818480855,0.3339748443931885,0.338893289294871,0.33748677549162337,0.039021912798329846,0.0,0.0,0,0,0.4780396473872939,0.5093483097054576,0.35229620492723446,0.30485859118678643,0.43339129625562123,0.597826635634217,0.6032950951082555,0.22722276656894805,0.03682926924537737,0.21875,0.5804613017010725,0.22944433424777988,0.042115427999603834,0.6366368709155867,0.41931898990553707,0.9999999999999999,0
2015-03-13,0.3504930137882132,0.3479503485993969,0.3261953848500711,0.3197305180890741,0.04638155621805659,0.0,0.0,0,0,0.30266640078434404,0.5057168690960413,0.339355060299609,0.30697160511355304,0.4524921470016301,0.5620813775446318,0.575302168254873,0.3598894312309135,0.2206159425317662,0.34375,0.5628045448596525,0.4342681216086236,0.3014729650015756,0.4885484868847515,0.39129451992383324,0.9999999999999999,0
2015-03-16,0.3160066482761219,0.31911194553550715,0.31866636375205176,0.3225048090320323,0.03983185801115454,0.0,0.0,0,0,0.4227306269617576,0.5351375860320908,0.3332194230397342,0.3073306900231289,0.4453279782152435,0.6016047279455672,0.49949394882673276,0.3129830307843504,0.322619498062652,0.09375,0.461707002916175,0.2106953870674373,0.24595036357993724,0.43195106717024734,0.39150613044598637,0.9999999999999999,1
